Customer_Name,Region,Product,Sales,Quantity,Order_Date,Total_Sales
Karan,North,Phone,300.0,2.0,2023-10-14,600.0
Priya,South,Monitor,300.0,2.0,2023-10-02,600.0
Riya,Unknown,Monitor,300.0,1.0,2023-04-17,300.0
Rahul,Unknown,Laptop,300.0,2.0,2023-01-17,600.0
Unknown,Unknown,Monitor,400.0,4.0,2023-12-04,1600.0
Priya,North,Laptop,300.0,2.0,2023-07-23,600.0
Riya,North,Unknown,300.0,2.0,2023-01-10,600.0
Amit,North,Unknown,200.0,2.0,2023-08-07,400.0
Unknown,South,Laptop,300.0,4.0,2023-03-18,1200.0
Sneha,Unknown,Tablet,300.0,4.0,2023-07-12,1200.0
Amit,South,Monitor,300.0,1.0,2023-08-20,300.0
Priya,South,Laptop,400.0,1.0,2023-09-04,400.0
Karan,Unknown,Tablet,400.0,3.0,2023-11-30,1200.0
Sneha,South,Unknown,300.0,2.0,2023-12-10,600.0
Priya,Unknown,Monitor,300.0,2.0,2023-05-02,600.0
Rahul,North,Monitor,200.0,3.0,2023-12-30,600.0
Priya,Unknown,Unknown,400.0,2.0,2023-06-03,800.0
Rahul,West,Phone,400.0,3.0,2023-04-22,1200.0
Karan,Unknown,Laptop,400.0,1.0,2023-03-18,400.0
Riya,East,Tablet,100.0,2.0,2023-01-25,200.0
Rahul,North,Tablet,400.0,2.0,2023-09-19,800.0
Unknown,West,Phone,400.0,4.0,2023-02-04,1600.0
Unknown,East,Tablet,200.0,2.0,2023-03-18,400.0
Amit,West,Tablet,300.0,2.0,2023-07-07,600.0
Riya,East,Monitor,200.0,1.0,2023-02-13,200.0
Amit,East,Laptop,300.0,1.0,2023-11-12,300.0
Amit,South,Monitor,300.0,1.0,2023-10-05,300.0
Amit,West,Unknown,200.0,3.0,2023-12-31,600.0
Unknown,Unknown,Monitor,400.0,2.0,2023-01-13,800.0
Amit,West,Phone,400.0,4.0,2023-04-09,1600.0
Rahul,North,Laptop,400.0,1.0,2023-05-14,400.0
Amit,Unknown,Phone,200.0,3.0,2023-10-04,600.0
Sneha,Unknown,Laptop,300.0,1.0,2023-05-05,300.0
Unknown,Unknown,Laptop,300.0,3.0,2023-06-09,900.0
Rahul,Unknown,Laptop,100.0,2.0,2023-12-21,200.0
Karan,Unknown,Tablet,300.0,2.0,2023-10-07,600.0
Rahul,West,Monitor,300.0,3.0,2023-01-20,900.0
Priya,West,Tablet,100.0,2.0,2023-03-27,200.0
Karan,North,Tablet,200.0,4.0,2023-10-31,800.0
Amit,North,Monitor,300.0,3.0,2023-09-20,900.0
Amit,South,Phone,300.0,4.0,2023-03-10,1200.0
Priya,Unknown,Laptop,300.0,3.0,2023-07-21,900.0
Riya,Unknown,Phone,200.0,4.0,2023-01-25,800.0
Amit,Unknown,Phone,300.0,2.0,2023-08-07,600.0
Karan,South,Unknown,300.0,2.0,2023-09-30,600.0
Karan,Unknown,Tablet,100.0,2.0,2023-08-15,200.0
Karan,Unknown,Laptop,400.0,2.0,2023-05-31,800.0
Rahul,Unknown,Monitor,300.0,2.0,2023-05-06,600.0
Unknown,North,Phone,400.0,3.0,2023-01-29,1200.0
Unknown,North,Unknown,300.0,2.0,2023-10-12,600.0
Rahul,North,Unknown,100.0,1.0,2023-04-24,100.0
Karan,West,Phone,400.0,1.0,2023-12-24,400.0
Rahul,Unknown,Phone,300.0,2.0,2023-03-31,600.0
Riya,Unknown,Unknown,300.0,2.0,2023-05-14,600.0
Rahul,East,Tablet,200.0,2.0,2023-03-08,400.0
Sneha,East,Unknown,300.0,3.0,2023-07-23,900.0
